Vaccine,Geography Type,Geography,Survey Year/Influenza Season,Dimension Type,Dimension,Estimate (%),95% CI (%),Sample Size
Influenza,States,Arkansas,2020,Race/Ethnicity ,"Black, Non-Hispanic",52.1,40.5 to 63.5,291
Influenza,States,Colorado,2020,Race/Ethnicity ,"Black, Non-Hispanic",NR*,NR*,
Influenza,States,Connecticut,2020,Race/Ethnicity ,"Black, Non-Hispanic",64.3,58.9 to 69.4,339
Influenza,States,Delaware,2020,Race/Ethnicity ,"Black, Non-Hispanic",54.4,46.4 to 62.2,196
Influenza,States,District of Columbia,2020,Race/Ethnicity ,"Black, Non-Hispanic",45.7,38.5 to 53.0,254
Influenza,States,Florida,2020,Race/Ethnicity ,"Black, Non-Hispanic",24.8,20.5 to 29.5,428
Influenza,States,Georgia,2020,Race/Ethnicity ,"Black, Non-Hispanic",23.3,16.8 to 30.9,262
Influenza,States,Hawaii,2020,Race/Ethnicity ,"Black, Non-Hispanic",NR*,NR*,
Influenza,States,Illinois,2020,Race/Ethnicity ,"Black, Non-Hispanic",36.2,28.6 to 44.4,197
Influenza,States,Iowa,2020,Race/Ethnicity ,"Black, Non-Hispanic",62.6,56.9 to 68.0,308
Influenza,States,Kansas,2020,Race/Ethnicity ,"Black, Non-Hispanic",48.5,34.7 to 62.5,102
Influenza,States,Kentucky,2020,Race/Ethnicity ,"Black, Non-Hispanic",53.5,48.1 to 58.9,342
Influenza,States,Louisiana,2020,Race/Ethnicity ,"Black, Non-Hispanic",49.0,43.5 to 54.6,327
Influenza,States,Maine,2020,Race/Ethnicity ,"Black, Non-Hispanic",NR*,NR*,36
Influenza,States,Maryland,2020,Race/Ethnicity ,"Black, Non-Hispanic",59.2,50.9 to 67.1,265
Influenza,States,Massachusetts,2020,Race/Ethnicity ,"Black, Non-Hispanic",72.4,67.2 to 77.2,339
Influenza,States,Michigan,2020,Race/Ethnicity ,"Black, Non-Hispanic",34.7,30.5 to 39.1,551
Influenza,States,Minnesota,2020,Race/Ethnicity ,"Black, Non-Hispanic",53.8,41.4 to 65.9,92
Influenza,States,Mississippi,2020,Race/Ethnicity ,"Black, Non-Hispanic",40.7,34.6 to 47.0,490
Influenza,States,Missouri,2020,Race/Ethnicity ,"Black, Non-Hispanic",49.9,39.9 to 59.9,140
Influenza,States,Montana,2020,Race/Ethnicity ,"Black, Non-Hispanic",NR*,NR*,
Influenza,States,Nebraska,2020,Race/Ethnicity ,"Black, Non-Hispanic",66.9,58.0 to 75.0,135
Influenza,States,New Hampshire,2020,Race/Ethnicity ,"Black, Non-Hispanic",NR*,NR*,
Influenza,States,New Jersey,2020,Race/Ethnicity ,"Black, Non-Hispanic",44.6,37.1 to 52.3,198
Influenza,States,New Mexico,2020,Race/Ethnicity ,"Black, Non-Hispanic",NR*,NR*,
Influenza,States,NY-City of New York,2020,Race/Ethnicity ,"Black, Non-Hispanic",48.1,39.8 to 56.5,227
Influenza,States,North Dakota,2020,Race/Ethnicity ,"Black, Non-Hispanic",NR*,NR*,36
Influenza,States,Oregon,2020,Race/Ethnicity ,"Black, Non-Hispanic",55.9,47.8 to 63.8,159
Influenza,States,Pennsylvania,2020,Race/Ethnicity ,"Black, Non-Hispanic",48.4,38.5 to 58.4,156
Influenza,States,Puerto Rico,2020,Race/Ethnicity ,"Black, Non-Hispanic",NR*,NR*,
Influenza,National,United States,2020,Race/Ethnicity ,"Black, Non-Hispanic",41.6,39.8 to 43.4,7104
Influenza,States,South Dakota,2020,Race/Ethnicity ,"Black, Non-Hispanic",77.0,63.2 to 87.5,52
Influenza,States,Tennessee,2020,Race/Ethnicity ,"Black, Non-Hispanic",35.6,24.2 to 48.3,138
Influenza,States,Utah,2020,Race/Ethnicity ,"Black, Non-Hispanic",NR*,NR*,
Influenza,States,Virginia,2020,Race/Ethnicity ,"Black, Non-Hispanic",45.9,33.6 to 58.6,203
Influenza,States,Washington,2020,Race/Ethnicity ,"Black, Non-Hispanic",63.4,56.1 to 70.3,190
Influenza,States,West Virginia,2020,Race/Ethnicity ,"Black, Non-Hispanic",NR*,NR*,
Influenza,States,Wisconsin,2020,Race/Ethnicity ,"Black, Non-Hispanic",53.3,47.5 to 59.0,304
Influenza,States,Wyoming,2020,Race/Ethnicity ,"Black, Non-Hispanic",NR*,NR*,
Influenza,States,Alaska,2012,Race/Ethnicity ,Hispanic,NR*,NR*,45
Influenza,States,Arkansas,2012,Race/Ethnicity ,Hispanic,NR*,NR*,57
Influenza,States,Colorado,2012,Race/Ethnicity ,Hispanic,58.2,49.3 to 66.7,259
Influenza,States,Delaware,2012,Race/Ethnicity ,Hispanic,57.8,48.2 to 66.9,120
Influenza,States,Georgia,2012,Race/Ethnicity ,Hispanic,30.6,20.9 to 41.8,129
Influenza,States,Hawaii,2012,Race/Ethnicity ,Hispanic,40.7,32.2 to 49.7,227
Influenza,States,Illinois,2012,Race/Ethnicity ,Hispanic,47.7,40.9 to 54.5,251
Influenza,States,Maine,2012,Race/Ethnicity ,Hispanic,NR*,NR*,
Influenza,States,Maryland,2012,Race/Ethnicity ,Hispanic,62.8,52.1 to 72.6,125
Influenza,States,Massachusetts,2012,Race/Ethnicity ,Hispanic,68.8,62.9 to 74.3,347
Influenza,States,Michigan,2012,Race/Ethnicity ,Hispanic,NR*,NR*,57
Influenza,States,Minnesota,2012,Race/Ethnicity ,Hispanic,76.0,62.8 to 86.3,63
Influenza,States,Missouri,2012,Race/Ethnicity ,Hispanic,NR*,NR*,32
Influenza,States,Nebraska,2012,Race/Ethnicity ,Hispanic,59.8,52.5 to 66.8,193
Influenza,States,New Jersey,2012,Race/Ethnicity ,Hispanic,35.0,28.7 to 41.7,239
Influenza,States,New Mexico,2012,Race/Ethnicity ,Hispanic,46.8,41.8 to 51.8,472
Influenza,States,NY-City of New York,2012,Race/Ethnicity ,Hispanic,41.4,35.6 to 47.4,454
Influenza,States,Ohio,2012,Race/Ethnicity ,Hispanic,28.3,16.4 to 43.0,60
Influenza,States,Oklahoma,2012,Race/Ethnicity ,Hispanic,36.3,25.7 to 48.0,213
Influenza,States,Oregon,2012,Race/Ethnicity ,Hispanic,51.9,44.5 to 59.2,200
Influenza,States,Pennsylvania,2012,Race/Ethnicity ,Hispanic,39.0,25.9 to 53.4,68
Influenza,National,United States,2012,Race/Ethnicity ,Hispanic,47.9,45.8 to 50.0,4651
Influenza,States,Rhode Island,2012,Race/Ethnicity ,Hispanic,67.7,61.1 to 73.8,238
Influenza,States,Tennessee,2012,Race/Ethnicity ,Hispanic,48.1,33.5 to 62.9,68
Influenza,States,Utah,2012,Race/Ethnicity ,Hispanic,59.5,52.5 to 66.2,326
Influenza,States,Washington,2012,Race/Ethnicity ,Hispanic,61.5,52.8 to 69.7,137
Influenza,States,West Virginia,2012,Race/Ethnicity ,Hispanic,NR*,NR*,
Influenza,States,Wisconsin,2012,Race/Ethnicity ,Hispanic,57.0,49.8 to 64.0,198
Influenza,States,Wyoming,2012,Race/Ethnicity ,Hispanic,NR*,NR*,59
Influenza,States,Alabama,2020,Race/Ethnicity ,Hispanic,46.9,34.4 to 59.7,65
Influenza,States,Alaska,2020,Race/Ethnicity ,Hispanic,71.2,55.8 to 83.7,58
Influenza,States,Arizona,2020,Race/Ethnicity ,Hispanic,57.5,51.8 to 63.1,320
Influenza,States,Arkansas,2020,Race/Ethnicity ,Hispanic,NR*,NR*,73
Influenza,States,Colorado,2020,Race/Ethnicity ,Hispanic,73.3,66.8 to 79.2,268
Influenza,States,Connecticut,2020,Race/Ethnicity ,Hispanic,68.3,63.6 to 72.8,414
Influenza,States,Delaware,2020,Race/Ethnicity ,Hispanic,65.1,55.5 to 73.8,129
Influenza,States,District of Columbia,2020,Race/Ethnicity ,Hispanic,90.9,82.2 to 96.2,89
Influenza,States,Florida,2020,Race/Ethnicity ,Hispanic,36.0,28.4 to 44.2,219
Influenza,States,Georgia,2020,Race/Ethnicity ,Hispanic,32.9,22.2 to 45.1,111
Influenza,States,Hawaii,2020,Race/Ethnicity ,Hispanic,61.9,52.7 to 70.5,196
Influenza,States,Illinois,2020,Race/Ethnicity ,Hispanic,67.2,60.0 to 73.8,230
Influenza,States,Iowa,2020,Race/Ethnicity ,Hispanic,72.9,56.9 to 85.5,45
Influenza,States,Kansas,2020,Race/Ethnicity ,Hispanic,76.3,66.3 to 84.6,153
Influenza,States,Kentucky,2020,Race/Ethnicity ,Hispanic,NR*,NR*,
Influenza,States,Louisiana,2020,Race/Ethnicity ,Hispanic,64.4,48.9 to 78.0,49
Influenza,States,Maine,2020,Race/Ethnicity ,Hispanic,NR*,NR*,
Influenza,States,Maryland,2020,Race/Ethnicity ,Hispanic,71.3,63.0 to 78.7,203
Influenza,States,Massachusetts,2020,Race/Ethnicity ,Hispanic,80.4,75.7 to 84.5,352
Influenza,States,Michigan,2020,Race/Ethnicity ,Hispanic,61.6,46.3 to 75.4,57
Influenza,States,Minnesota,2020,Race/Ethnicity ,Hispanic,NR*,NR*,34
Influenza,States,Mississippi,2020,Race/Ethnicity ,Hispanic,NR*,NR*,
Influenza,States,Missouri,2020,Race/Ethnicity ,Hispanic,NR*,NR*,45
Influenza,States,Montana,2020,Race/Ethnicity ,Hispanic,NR*,NR*,33
Influenza,States,Nebraska,2020,Race/Ethnicity ,Hispanic,75.0,70.7 to 79.0,435
Influenza,States,New Hampshire,2020,Race/Ethnicity ,Hispanic,NR*,NR*,34
Influenza,States,New Jersey,2020,Race/Ethnicity ,Hispanic,59.1,53.2 to 64.8,301
Influenza,States,New Mexico,2020,Race/Ethnicity ,Hispanic,65.4,61.0 to 69.6,513
Influenza,States,NY-City of New York,2020,Race/Ethnicity ,Hispanic,71.1,65.3 to 76.5,341
Influenza,States,North Dakota,2020,Race/Ethnicity ,Hispanic,NR*,NR*,34
Influenza,States,Oregon,2020,Race/Ethnicity ,Hispanic,69.6,65.0 to 73.9,448
Influenza,States,Pennsylvania,2020,Race/Ethnicity ,Hispanic,69.4,60.6 to 77.2,155
Influenza,States,Puerto Rico,2020,Race/Ethnicity ,Hispanic,34.5,30.7 to 38.5,811
Influenza,National,United States,2020,Race/Ethnicity ,Hispanic,59.4,57.5 to 61.3,7509
Influenza,States,South Dakota,2020,Race/Ethnicity ,Hispanic,74.6,66.8 to 81.4,149
Influenza,States,Tennessee,2020,Race/Ethnicity ,Hispanic,NR*,NR*,78
Influenza,States,Utah,2020,Race/Ethnicity ,Hispanic,68.3,61.2 to 74.8,262
Influenza,States,Virginia,2020,Race/Ethnicity ,Hispanic,71.0,59.1 to 81.1,136
Influenza,States,Washington,2020,Race/Ethnicity ,Hispanic,79.1,73.0 to 84.4,215
Influenza,States,West Virginia,2020,Race/Ethnicity ,Hispanic,NR*,NR*,
Influenza,States,Wisconsin,2020,Race/Ethnicity ,Hispanic,68.1,61.9 to 73.8,318
Influenza,States,Wyoming,2020,Race/Ethnicity ,Hispanic,NR*,NR*,51
Influenza,States,Alaska,2012,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",54.7,48.7 to 60.6,341
Influenza,States,Arkansas,2012,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,
Influenza,States,Colorado,2012,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,72
Influenza,States,Delaware,2012,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",46.8,32.9 to 61.1,54
Influenza,States,Georgia,2012,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,61
Influenza,States,Hawaii,2012,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",45.3,41.0 to 49.6,864
Influenza,States,Illinois,2012,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",51.1,39.1 to 63.1,91
Influenza,States,Maine,2012,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,
Influenza,States,Maryland,2012,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",40.2,29.5 to 51.6,114
Influenza,States,Massachusetts,2012,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",68.3,62.3 to 73.9,412
Influenza,States,Michigan,2012,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",48.5,35.9 to 61.2,93
Influenza,States,Minnesota,2012,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",64.0,54.3 to 72.9,205
Influenza,States,Missouri,2012,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,42
Influenza,States,Nebraska,2012,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",51.8,46.0 to 57.6,301
Influenza,States,New Jersey,2012,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",42.0,35.2 to 49.0,238
Influenza,States,New Mexico,2012,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",63.7,54.2 to 72.4,129
Influenza,States,NY-City of New York,2012,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",37.6,30.4 to 45.2,253
Influenza,States,Ohio,2012,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",37.7,26.3 to 50.1,107
Influenza,States,Oklahoma,2012,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",43.5,33.7 to 53.6,314
Influenza,States,Oregon,2012,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",52.4,43.2 to 61.5,267
Influenza,States,Pennsylvania,2012,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,60
Influenza,National,United States,2012,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",48.7,46.4 to 51.0,5001
Influenza,States,Rhode Island,2012,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",58.5,48.1 to 68.3,112
Influenza,States,Tennessee,2012,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,34
Influenza,States,Utah,2012,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",47.0,32.3 to 62.1,73
Influenza,States,Vermont,2012,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",76.3,64.0 to 86.1,65
Influenza,States,Washington,2012,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",69.3,62.9 to 75.2,344
Influenza,States,West Virginia,2012,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,
Influenza,States,Wisconsin,2012,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",61.3,53.6 to 68.6,229
Influenza,States,Wyoming,2012,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,75
Influenza,States,Alabama,2020,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,
Influenza,States,Alaska,2020,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",68.1,63.4 to 72.6,486
Influenza,States,Arizona,2020,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",68.2,57.0 to 78.0,85
Influenza,States,Arkansas,2020,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,36
Influenza,States,Colorado,2020,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",78.0,64.6 to 88.1,72
Influenza,States,Connecticut,2020,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",75.1,69.8 to 79.9,301
Influenza,States,Delaware,2020,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",67.1,54.2 to 78.3,78
Influenza,States,District of Columbia,2020,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,
Influenza,States,Florida,2020,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,70
Influenza,States,Georgia,2020,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,50
Influenza,States,Hawaii,2020,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",70.0,65.6 to 74.1,721
Influenza,States,Illinois,2020,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",83.9,73.6 to 91.4,98
Influenza,States,Iowa,2020,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,
Influenza,States,Kansas,2020,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",77.6,63.2 to 88.4,81
Influenza,States,Kentucky,2020,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,84
Influenza,States,Louisiana,2020,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,
Influenza,States,Maine,2020,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",73.2,57.3 to 85.7,45
Influenza,States,Maryland,2020,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",82.6,71.8 to 90.6,119
Influenza,States,Massachusetts,2020,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",81.3,75.5 to 86.2,326
Influenza,States,Michigan,2020,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",72.1,60.4 to 82.0,90
Influenza,States,Minnesota,2020,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",67.7,54.0 to 79.5,245
Influenza,States,Mississippi,2020,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,
Influenza,States,Missouri,2020,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,60
Influenza,States,Montana,2020,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",65.4,58.0 to 72.3,242
Influenza,States,Nebraska,2020,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",81.3,77.5 to 84.7,471
Influenza,States,New Hampshire,2020,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,41
Influenza,States,New Jersey,2020,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",69.6,62.2 to 76.3,214
Influenza,States,New Mexico,2020,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",71.5,62.8 to 79.2,139
Influenza,States,NY-City of New York,2020,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",70.8,63.2 to 77.6,232
Influenza,States,North Dakota,2020,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",71.1,61.3 to 79.6,349
Influenza,States,Oregon,2020,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",68.6,62.9 to 73.9,676
Influenza,States,Pennsylvania,2020,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",74.1,63.4 to 83.1,121
Influenza,States,Puerto Rico,2020,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,
Influenza,National,United States,2020,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",70.0,67.8 to 72.2,7407
Influenza,States,South Dakota,2020,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",72.2,67.1 to 76.9,341
Influenza,States,Tennessee,2020,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,
Influenza,States,Utah,2020,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",74.1,61.9 to 84.0,91
Influenza,States,Vermont,2020,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",62.5,48.6 to 75.1,61
Influenza,States,Virginia,2020,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,68
Influenza,States,Washington,2020,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",80.4,74.8 to 85.3,430
Influenza,States,West Virginia,2020,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,
Influenza,States,Wisconsin,2020,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",73.3,68.0 to 78.1,646
Influenza,States,Wyoming,2020,Race/Ethnicity ,"Other or Multiple Races, Non-Hispanic",NR*,NR*,78
Influenza,States,Alaska,2012,Race/Ethnicity ,"White, Non-Hispanic",46.8,41.2 to 52.4,403
Influenza,States,Arkansas,2012,Race/Ethnicity ,"White, Non-Hispanic",47.3,40.2 to 54.4,427
Influenza,States,Colorado,2012,Race/Ethnicity ,"White, Non-Hispanic",56.2,51.4 to 60.9,803
Influenza,States,Delaware,2012,Race/Ethnicity ,"White, Non-Hispanic",43.3,39.1 to 47.5,575
Influenza,States,Georgia,2012,Race/Ethnicity ,"White, Non-Hispanic",44.2,38.0 to 50.5,443
Influenza,States,Hawaii,2012,Race/Ethnicity ,"White, Non-Hispanic",29.8,23.1 to 37.2,274
Influenza,States,Illinois,2012,Race/Ethnicity ,"White, Non-Hispanic",52.2,47.8 to 56.6,578
Influenza,States,Maine,2012,Race/Ethnicity ,"White, Non-Hispanic",51.9,47.2 to 56.6,616
Influenza,States,Maryland,2012,Race/Ethnicity ,"White, Non-Hispanic",51.4,45.5 to 57.3,394
Influenza,States,Massachusetts,2012,Race/Ethnicity ,"White, Non-Hispanic",66.8,61.7 to 71.6,403
Influenza,States,Michigan,2012,Race/Ethnicity ,"White, Non-Hispanic",44.0,40.0 to 48.0,795
Influenza,States,Minnesota,2012,Race/Ethnicity ,"White, Non-Hispanic",65.5,61.3 to 69.5,562
Influenza,States,Missouri,2012,Race/Ethnicity ,"White, Non-Hispanic",47.0,42.6 to 51.4,621
Influenza,States,Nebraska,2012,Race/Ethnicity ,"White, Non-Hispanic",59.7,54.9 to 64.3,438
Influenza,States,New Jersey,2012,Race/Ethnicity ,"White, Non-Hispanic",41.6,36.1 to 47.3,351
Influenza,States,New Mexico,2012,Race/Ethnicity ,"White, Non-Hispanic",46.7,40.0 to 53.5,302
Influenza,States,NY-City of New York,2012,Race/Ethnicity ,"White, Non-Hispanic",40.8,35.3 to 46.4,420
Influenza,States,Ohio,2012,Race/Ethnicity ,"White, Non-Hispanic",39.6,36.2 to 43.1,1156
Influenza,States,Oklahoma,2012,Race/Ethnicity ,"White, Non-Hispanic",46.5,41.3 to 51.7,1068
Influenza,States,Oregon,2012,Race/Ethnicity ,"White, Non-Hispanic",55.3,47.8 to 62.7,188
Influenza,States,Pennsylvania,2012,Race/Ethnicity ,"White, Non-Hispanic",46.4,41.6 to 51.2,548
Influenza,National,United States,2012,Race/Ethnicity ,"White, Non-Hispanic",49.5,48.4 to 50.6,16689
Influenza,States,Rhode Island,2012,Race/Ethnicity ,"White, Non-Hispanic",58.6,54.7 to 62.5,692
Influenza,States,Tennessee,2012,Race/Ethnicity ,"White, Non-Hispanic",47.4,42.1 to 52.8,538
Influenza,States,Utah,2012,Race/Ethnicity ,"White, Non-Hispanic",47.7,44.1 to 51.3,1049
Influenza,States,Vermont,2012,Race/Ethnicity ,"White, Non-Hispanic",56.2,52.9 to 59.5,890
Influenza,States,Washington,2012,Race/Ethnicity ,"White, Non-Hispanic",58.8,52.9 to 64.5,316
Influenza,States,West Virginia,2012,Race/Ethnicity ,"White, Non-Hispanic",43.8,39.8 to 47.8,1028
Influenza,States,Wisconsin,2012,Race/Ethnicity ,"White, Non-Hispanic",59.3,53.7 to 64.7,336
Influenza,States,Wyoming,2012,Race/Ethnicity ,"White, Non-Hispanic",38.7,33.3 to 44.3,475
Influenza,States,Alabama,2020,Race/Ethnicity ,"White, Non-Hispanic",53.2,48.0 to 58.4,371
Influenza,States,Alaska,2020,Race/Ethnicity ,"White, Non-Hispanic",59.2,53.5 to 64.7,404
Influenza,States,Arizona,2020,Race/Ethnicity ,"White, Non-Hispanic",56.2,50.6 to 61.7,334
Influenza,States,Arkansas,2020,Race/Ethnicity ,"White, Non-Hispanic",58.0,51.5 to 64.3,484
Influenza,States,Colorado,2020,Race/Ethnicity ,"White, Non-Hispanic",74.9,71.0 to 78.5,662
Influenza,States,Connecticut,2020,Race/Ethnicity ,"White, Non-Hispanic",78.4,73.0 to 83.2,281
Influenza,States,Delaware,2020,Race/Ethnicity ,"White, Non-Hispanic",65.9,60.8 to 70.8,421
Influenza,States,District of Columbia,2020,Race/Ethnicity ,"White, Non-Hispanic",95.1,90.3 to 98.0,162
Influenza,States,Florida,2020,Race/Ethnicity ,"White, Non-Hispanic",51.1,44.7 to 57.5,338
Influenza,States,Georgia,2020,Race/Ethnicity ,"White, Non-Hispanic",57.0,48.9 to 64.8,245
Influenza,States,Hawaii,2020,Race/Ethnicity ,"White, Non-Hispanic",69.7,62.5 to 76.2,250
Influenza,States,Illinois,2020,Race/Ethnicity ,"White, Non-Hispanic",70.0,65.9 to 73.8,659
Influenza,States,Iowa,2020,Race/Ethnicity ,"White, Non-Hispanic",79.6,74.5 to 84.1,321
Influenza,States,Kansas,2020,Race/Ethnicity ,"White, Non-Hispanic",72.1,68.1 to 75.9,799
Influenza,States,Kentucky,2020,Race/Ethnicity ,"White, Non-Hispanic",51.8,46.2 to 57.4,329
Influenza,States,Louisiana,2020,Race/Ethnicity ,"White, Non-Hispanic",54.0,47.7 to 60.2,270
Influenza,States,Maine,2020,Race/Ethnicity ,"White, Non-Hispanic",73.1,69.3 to 76.7,769
Influenza,States,Maryland,2020,Race/Ethnicity ,"White, Non-Hispanic",74.6,68.5 to 80.1,383
Influenza,States,Massachusetts,2020,Race/Ethnicity ,"White, Non-Hispanic",80.8,75.8 to 85.1,334
Influenza,States,Michigan,2020,Race/Ethnicity ,"White, Non-Hispanic",62.7,58.4 to 66.9,644
Influenza,States,Minnesota,2020,Race/Ethnicity ,"White, Non-Hispanic",70.3,63.6 to 76.4,241
Influenza,States,Mississippi,2020,Race/Ethnicity ,"White, Non-Hispanic",53.9,47.9 to 59.8,415
Influenza,States,Missouri,2020,Race/Ethnicity ,"White, Non-Hispanic",67.8,63.7 to 71.7,701
Influenza,States,Montana,2020,Race/Ethnicity ,"White, Non-Hispanic",70.9,66.1 to 75.3,404
Influenza,States,Nebraska,2020,Race/Ethnicity ,"White, Non-Hispanic",76.6,72.0 to 80.7,394
Influenza,States,New Hampshire,2020,Race/Ethnicity ,"White, Non-Hispanic",76.3,71.6 to 80.5,560
